interaction_id,customer_id,date,interaction_type,issue_category,notes
I305039,C02975,2024-06-10,Call,Billing Question,Interaction logged
I305040,C00396,2024-12-27,Call,Late Payment,Interaction logged
I305041,C08302,2024-01-06,Email,Billing Question,Interaction logged
I305042,C01872,2025-01-26,Meeting,PO Approval,Interaction logged
I305043,C01355,2024-01-12,Email,Billing Question,Interaction logged
I305044,C03114,2024-07-22,Call,Late Payment,Interaction logged
I305045,C08658,2024-01-15,Email,Late Payment,Interaction logged
I305046,C02723,2024-11-01,Meeting,PO Approval,Interaction logged
I305047,C08490,2024-04-26,Call,Billing Question,Interaction logged
I305048,C01871,2025-02-27,Call,Service Issue,Interaction logged
I305049,C02306,2024-02-27,Email,Late Payment,Interaction logged
I305050,C02165,2024-09-26,Call,Billing Question,Interaction logged
I305051,C06040,2024-01-26,Email,Billing Question,Interaction logged
I305052,C04389,2024-05-28,Call,Service Issue,Interaction logged
I305053,C08127,2024-04-03,Call,Late Payment,Interaction logged
I305054,C01544,2024-09-11,Call,Service Issue,Interaction logged
I305055,C02547,2025-01-22,Call,Billing Question,Interaction logged
I305056,C01034,2024-08-31,Email,Service Issue,Interaction logged
I305057,C03882,2024-01-28,Meeting,Late Payment,Interaction logged
I305058,C06237,2025-02-23,Meeting,Service Issue,Interaction logged
I305059,C03315,2024-10-17,Email,Billing Question,Interaction logged
I305060,C07500,2024-12-18,Email,PO Approval,Interaction logged
I305061,C00938,2024-11-13,Call,Billing Question,Interaction logged
I305062,C03176,2024-01-28,Meeting,Service Issue,Interaction logged
I305063,C01329,2025-03-25,Meeting,Late Payment,Interaction logged
I305064,C01007,2024-03-10,Email,Service Issue,Interaction logged
I305065,C04813,2024-08-08,Meeting,Late Payment,Interaction logged
I305066,C06919,2024-06-26,Call,Service Issue,Interaction logged
I305067,C08104,2025-01-04,Meeting,Late Payment,Interaction logged
I305068,C07895,2024-08-21,Email,Service Issue,Interaction logged
I305069,C05255,2024-10-12,Call,Service Issue,Interaction logged
I305070,C05560,2025-02-23,Email,Service Issue,Interaction logged
I305071,C09696,2024-11-11,Call,PO Approval,Interaction logged
I305072,C01817,2024-10-29,Call,Service Issue,Interaction logged
I305073,C09481,2024-11-06,Meeting,Billing Question,Interaction logged
I305074,C09444,2024-01-06,Call,Service Issue,Interaction logged
I305075,C09153,2024-05-09,Call,PO Approval,Interaction logged
I305076,C08177,2024-06-26,Email,Service Issue,Interaction logged
I305077,C09325,2024-09-20,Meeting,Service Issue,Interaction logged
I305078,C07196,2024-08-11,Call,PO Approval,Interaction logged
I305079,C04621,2024-11-03,Email,Late Payment,Interaction logged
I305080,C05936,2024-10-15,Call,Billing Question,Interaction logged
I305081,C01733,2024-06-01,Email,Late Payment,Interaction logged
I305082,C05344,2024-08-05,Call,PO Approval,Interaction logged
I305083,C00262,2024-06-13,Email,Late Payment,Interaction logged
I305084,C01361,2024-11-16,Call,PO Approval,Interaction logged
I305085,C09412,2025-01-25,Meeting,Service Issue,Interaction logged
I305086,C08485,2024-05-16,Meeting,PO Approval,Interaction logged
I305087,C05576,2024-05-01,Email,Billing Question,Interaction logged
I305088,C04329,2024-12-28,Meeting,Billing Question,Interaction logged
I305089,C04364,2024-08-02,Email,Late Payment,Interaction logged
I305090,C03402,2024-07-11,Email,PO Approval,Interaction logged
I305091,C08079,2024-05-18,Meeting,Billing Question,Interaction logged
I305092,C01625,2024-07-02,Meeting,Late Payment,Interaction logged
I305093,C08413,2024-11-15,Call,Service Issue,Interaction logged
I305094,C05372,2024-09-29,Email,PO Approval,Interaction logged
I305095,C02193,2024-05-15,Call,PO Approval,Interaction logged
I305096,C09369,2024-02-23,Email,PO Approval,Interaction logged
I305097,C05057,2024-03-03,Call,Billing Question,Interaction logged
I305098,C09768,2024-01-06,Call,Service Issue,Interaction logged
I305099,C05987,2025-03-09,Meeting,PO Approval,Interaction logged
I305100,C02484,2024-03-12,Email,Service Issue,Interaction logged
I305101,C09979,2024-05-27,Meeting,Billing Question,Interaction logged
I305102,C02124,2024-10-02,Email,Service Issue,Interaction logged
I305103,C06503,2024-12-06,Meeting,PO Approval,Interaction logged
I305104,C01370,2024-09-19,Call,Late Payment,Interaction logged
I305105,C03756,2024-06-18,Call,Late Payment,Interaction logged
I305106,C09979,2024-12-21,Call,Billing Question,Interaction logged
I305107,C09795,2025-01-25,Meeting,Late Payment,Interaction logged
I305108,C07261,2024-04-18,Meeting,Late Payment,Interaction logged
I305109,C09800,2024-10-07,Call,Late Payment,Interaction logged
I305110,C01419,2024-04-07,Meeting,Late Payment,Interaction logged
I305111,C06743,2024-09-21,Meeting,Service Issue,Interaction logged
I305112,C01376,2024-05-25,Email,Service Issue,Interaction logged
I305113,C06513,2024-01-02,Email,PO Approval,Interaction logged
I305114,C07671,2025-01-13,Call,Billing Question,Interaction logged
I305115,C00154,2025-01-20,Meeting,PO Approval,Interaction logged
I305116,C05569,2024-12-22,Email,Service Issue,Interaction logged
I305117,C09038,2024-01-29,Meeting,Service Issue,Interaction logged
I305118,C02085,2025-01-15,Call,Service Issue,Interaction logged
I305119,C03060,2024-06-30,Meeting,Late Payment,Interaction logged
I305120,C01457,2024-02-11,Email,PO Approval,Interaction logged
I305121,C06409,2025-01-07,Meeting,Late Payment,Interaction logged
I305122,C07794,2025-01-09,Call,Service Issue,Interaction logged
I305123,C09187,2025-02-21,Meeting,Late Payment,Interaction logged
I305124,C01317,2024-05-16,Meeting,Late Payment,Interaction logged
I305125,C02351,2024-05-16,Call,Service Issue,Interaction logged
I305126,C09264,2024-12-24,Call,PO Approval,Interaction logged
I305127,C09640,2025-02-20,Meeting,PO Approval,Interaction logged
I305128,C09411,2024-02-27,Meeting,Service Issue,Interaction logged
I305129,C08272,2024-04-02,Meeting,Billing Question,Interaction logged
I305130,C08481,2024-04-09,Email,Billing Question,Interaction logged
I305131,C02890,2024-04-06,Meeting,Late Payment,Interaction logged
I305132,C07785,2024-09-13,Meeting,Service Issue,Interaction logged
I305133,C08925,2024-07-06,Email,Billing Question,Interaction logged
I305134,C03085,2024-07-10,Call,PO Approval,Interaction logged
I305135,C05871,2024-05-09,Call,Billing Question,Interaction logged
I305136,C01038,2024-05-03,Email,Billing Question,Interaction logged
I305137,C03432,2024-04-19,Call,Service Issue,Interaction logged
I305138,C05328,2024-03-11,Meeting,Billing Question,Interaction logged
I305139,C06149,2024-05-11,Meeting,PO Approval,Interaction logged
I305140,C03089,2024-12-25,Call,Billing Question,Interaction logged
I305141,C04397,2024-08-09,Email,PO Approval,Interaction logged
I305142,C09935,2024-04-17,Meeting,Service Issue,Interaction logged
I305143,C00704,2024-08-25,Meeting,Billing Question,Interaction logged
I305144,C03628,2024-05-14,Call,Billing Question,Interaction logged
I305145,C06283,2024-12-19,Email,Billing Question,Interaction logged
I305146,C01604,2024-11-23,Meeting,PO Approval,Interaction logged
I305147,C03698,2025-03-03,Call,Service Issue,Interaction logged
I305148,C08541,2025-03-07,Meeting,Service Issue,Interaction logged
I305149,C01532,2025-03-16,Call,Late Payment,Interaction logged
I305150,C09483,2024-10-04,Email,PO Approval,Interaction logged
I305151,C01423,2024-01-19,Meeting,Late Payment,Interaction logged
I305152,C03673,2024-09-29,Meeting,Billing Question,Interaction logged
I305153,C00383,2024-07-07,Call,PO Approval,Interaction logged
I305154,C09143,2024-04-02,Meeting,Late Payment,Interaction logged
I305155,C04315,2024-03-29,Meeting,Service Issue,Interaction logged
I305156,C09003,2024-08-24,Email,Billing Question,Interaction logged
I305157,C04636,2024-02-13,Email,Billing Question,Interaction logged
I305158,C08486,2024-08-28,Email,Service Issue,Interaction logged
I305159,C04441,2024-03-17,Call,Late Payment,Interaction logged
I305160,C09821,2025-03-17,Meeting,PO Approval,Interaction logged
I305161,C08610,2024-01-10,Meeting,Service Issue,Interaction logged
I305162,C08614,2024-03-08,Meeting,Billing Question,Interaction logged
I305163,C04889,2024-11-25,Email,Service Issue,Interaction logged
I305164,C00414,2024-09-02,Meeting,Service Issue,Interaction logged
I305165,C02358,2024-03-14,Email,Service Issue,Interaction logged
I305166,C08229,2024-12-01,Call,Billing Question,Interaction logged
I305167,C05899,2024-12-01,Meeting,Billing Question,Interaction logged
I305168,C04618,2024-01-05,Call,Billing Question,Interaction logged
I305169,C01186,2024-11-03,Email,Billing Question,Interaction logged
I305170,C02236,2024-02-01,Call,PO Approval,Interaction logged
I305171,C07038,2024-09-27,Meeting,Late Payment,Interaction logged
I305172,C03651,2024-04-22,Meeting,Late Payment,Interaction logged
I305173,C04889,2025-02-28,Meeting,Billing Question,Interaction logged
I305174,C08577,2024-04-16,Meeting,Billing Question,Interaction logged
I305175,C02035,2024-05-31,Email,Billing Question,Interaction logged
I305176,C09800,2024-01-14,Meeting,PO Approval,Interaction logged
I305177,C08808,2024-11-20,Call,Late Payment,Interaction logged
I305178,C09363,2024-04-17,Call,Late Payment,Interaction logged
I305179,C02127,2025-02-25,Meeting,Billing Question,Interaction logged
I305180,C04840,2024-11-07,Meeting,Late Payment,Interaction logged
I305181,C07747,2024-06-09,Call,PO Approval,Interaction logged
I305182,C08510,2025-02-14,Call,Service Issue,Interaction logged
I305183,C01635,2024-08-27,Meeting,Service Issue,Interaction logged
I305184,C01135,2024-02-29,Meeting,Service Issue,Interaction logged
I305185,C04801,2024-11-09,Meeting,Billing Question,Interaction logged
I305186,C05710,2024-03-26,Meeting,Billing Question,Interaction logged
I305187,C03650,2024-09-26,Email,Late Payment,Interaction logged
I305188,C08113,2024-12-02,Meeting,Late Payment,Interaction logged
I305189,C09453,2024-06-10,Call,Late Payment,Interaction logged
I305190,C02143,2024-07-22,Call,Billing Question,Interaction logged
I305191,C02716,2024-12-11,Call,Late Payment,Interaction logged
I305192,C00064,2024-09-11,Meeting,Service Issue,Interaction logged
I305193,C03835,2024-08-23,Call,Billing Question,Interaction logged
I305194,C07062,2024-08-01,Call,PO Approval,Interaction logged
I305195,C03465,2024-02-19,Email,Billing Question,Interaction logged
I305196,C03810,2024-12-25,Email,Late Payment,Interaction logged
I305197,C00663,2024-05-16,Call,Billing Question,Interaction logged
I305198,C09232,2025-03-06,Call,Billing Question,Interaction logged
I305199,C05132,2024-12-08,Email,PO Approval,Interaction logged
I305200,C01091,2024-09-19,Meeting,PO Approval,Interaction logged
I305201,C05048,2024-08-17,Email,PO Approval,Interaction logged
I305202,C04795,2025-01-03,Call,PO Approval,Interaction logged
I305203,C09538,2024-12-15,Meeting,Late Payment,Interaction logged
I305204,C05893,2024-06-14,Meeting,PO Approval,Interaction logged
I305205,C02240,2024-12-29,Email,Service Issue,Interaction logged
I305206,C02799,2024-03-04,Email,Service Issue,Interaction logged
I305207,C07907,2024-09-10,Call,Billing Question,Interaction logged
I305208,C01011,2024-10-15,Email,Service Issue,Interaction logged
I305209,C00384,2024-01-31,Email,Late Payment,Interaction logged
I305210,C08067,2025-03-10,Meeting,Late Payment,Interaction logged
I305211,C04042,2025-03-07,Email,Billing Question,Interaction logged
I305212,C04984,2024-05-17,Email,Service Issue,Interaction logged
I305213,C05573,2024-05-06,Call,Service Issue,Interaction logged
I305214,C05308,2025-03-07,Call,Late Payment,Interaction logged
I305215,C03338,2024-12-08,Email,PO Approval,Interaction logged
I305216,C04402,2025-03-14,Call,PO Approval,Interaction logged
I305217,C03851,2024-08-07,Email,Late Payment,Interaction logged
I305218,C08497,2025-01-08,Meeting,Billing Question,Interaction logged
I305219,C08732,2025-02-18,Email,Late Payment,Interaction logged
I305220,C05302,2025-01-05,Call,Late Payment,Interaction logged
I305221,C02204,2024-01-11,Meeting,PO Approval,Interaction logged
I305222,C08405,2024-02-28,Call,PO Approval,Interaction logged
I305223,C03407,2024-01-16,Email,Late Payment,Interaction logged
I305224,C07612,2024-12-04,Meeting,Late Payment,Interaction logged
I305225,C09265,2024-08-14,Call,PO Approval,Interaction logged
I305226,C09742,2024-10-04,Email,PO Approval,Interaction logged
I305227,C02244,2024-03-03,Meeting,Service Issue,Interaction logged
I305228,C05767,2024-05-07,Meeting,Billing Question,Interaction logged
I305229,C08195,2024-01-27,Email,Late Payment,Interaction logged
I305230,C07784,2025-01-09,Email,Late Payment,Interaction logged
I305231,C09627,2024-03-03,Meeting,PO Approval,Interaction logged
I305232,C04582,2024-09-27,Call,PO Approval,Interaction logged
I305233,C06318,2024-04-26,Meeting,Service Issue,Interaction logged
I305234,C08770,2024-05-24,Call,PO Approval,Interaction logged
I305235,C05555,2024-06-20,Call,Billing Question,Interaction logged
I305236,C06976,2024-09-09,Meeting,Late Payment,Interaction logged
I305237,C06344,2024-10-12,Call,PO Approval,Interaction logged
I305238,C04427,2024-09-16,Call,Billing Question,Interaction logged
I305239,C01477,2024-09-06,Meeting,Late Payment,Interaction logged
I305240,C07410,2024-11-13,Call,PO Approval,Interaction logged
I305241,C07892,2024-03-11,Call,Billing Question,Interaction logged
I305242,C04462,2024-06-19,Call,PO Approval,Interaction logged
I305243,C01192,2025-03-12,Email,PO Approval,Interaction logged
I305244,C00273,2024-05-10,Meeting,Late Payment,Interaction logged
I305245,C07815,2024-11-04,Call,Late Payment,Interaction logged
I305246,C01391,2025-02-10,Call,PO Approval,Interaction logged
I305247,C04350,2024-06-24,Call,Late Payment,Interaction logged
I305248,C05686,2025-01-20,Meeting,Service Issue,Interaction logged
I305249,C04902,2024-06-27,Meeting,Billing Question,Interaction logged
I305250,C01765,2024-04-10,Call,PO Approval,Interaction logged
I305251,C00393,2025-02-12,Email,Late Payment,Interaction logged
I305252,C05011,2025-03-17,Call,Service Issue,Interaction logged
I305253,C09409,2024-11-29,Email,Billing Question,Interaction logged
I305254,C03860,2024-10-07,Meeting,PO Approval,Interaction logged
I305255,C03564,2024-12-19,Email,Service Issue,Interaction logged
I305256,C00941,2024-07-30,Email,PO Approval,Interaction logged
I305257,C05937,2025-01-27,Meeting,Late Payment,Interaction logged
I305258,C05063,2024-03-09,Email,Billing Question,Interaction logged
I305259,C04083,2025-01-22,Call,Late Payment,Interaction logged
I305260,C02325,2024-03-03,Call,Late Payment,Interaction logged
I305261,C05261,2025-01-21,Email,Billing Question,Interaction logged
I305262,C06277,2024-07-17,Email,Billing Question,Interaction logged
I305263,C03271,2024-04-25,Email,Late Payment,Interaction logged
I305264,C01320,2025-02-04,Call,Service Issue,Interaction logged
I305265,C07467,2024-09-20,Meeting,Late Payment,Interaction logged
I305266,C07732,2024-05-13,Meeting,PO Approval,Interaction logged
I305267,C01011,2024-03-25,Email,PO Approval,Interaction logged
I305268,C02095,2024-08-13,Email,Service Issue,Interaction logged
I305269,C00441,2024-01-03,Email,Service Issue,Interaction logged
I305270,C09793,2025-01-14,Email,Billing Question,Interaction logged
I305271,C03142,2024-01-31,Email,Billing Question,Interaction logged
I305272,C08324,2025-02-25,Email,Billing Question,Interaction logged
I305273,C02151,2024-11-16,Meeting,Service Issue,Interaction logged
I305274,C06405,2024-08-03,Call,Late Payment,Interaction logged
I305275,C07440,2025-03-25,Call,PO Approval,Interaction logged
I305276,C05857,2024-02-19,Meeting,Late Payment,Interaction logged
I305277,C08418,2024-01-16,Email,Service Issue,Interaction logged
I305278,C05128,2024-10-15,Call,Billing Question,Interaction logged
I305279,C04325,2025-01-16,Call,Service Issue,Interaction logged
I305280,C04703,2024-01-20,Meeting,Billing Question,Interaction logged
I305281,C04375,2025-01-14,Call,Billing Question,Interaction logged
I305282,C05832,2025-02-23,Email,Late Payment,Interaction logged
I305283,C09798,2024-09-08,Meeting,PO Approval,Interaction logged
I305284,C03145,2025-01-23,Email,PO Approval,Interaction logged
I305285,C02593,2024-09-30,Call,PO Approval,Interaction logged
I305286,C01352,2024-09-07,Meeting,Billing Question,Interaction logged
